"Agency","Percent"
"USDA",21.671388101983
"DOC",10.7648725212465
"DOD",0.056657223796034
"DOE",1.44475920679887
"HHS",12.6628895184136
"DOI",41.614730878187
"DOL",0.396600566572238
"DOT",1.92634560906516
"CPSC",0.169971671388102
"EPA",7.13881019830028
"FCC",0.339943342776204
"DOJ",0.084985835694051
"NASA",0.084985835694051
"SBA",0.056657223796034
"STATE",1.52974504249292
"CFPB",0.056657223796034
